,Champion Bitstring,Champion Values,Champion Fitness,Champion Accuracy,Champion Capacity,Average Fitness,Average Values,Average Capacity,Minimum Fitness,Minimum Accuracy,Minimum Capacity
1,000000100000,"(1, 3, 16)",62.90799720912917,27.20800018310547,11026,28.600832529197266,180075.875,27.26124930381775,0.0,9.999999046325684,11026
